ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
4557,0,0,0,0,12,335,0.018181818,0.045454545,0,0,Dec,1,1,8,10,Returning_Visitor,FALSE,FALSE
4558,0,0,0,0,1,0,0.2,0.2,0,0,May,2,10,3,3,Returning_Visitor,FALSE,FALSE
4559,0,0,3,27.6,11,1167.187143,0.030769231,0.040384615,0,0,June,3,2,2,2,Returning_Visitor,FALSE,FALSE
4560,0,0,0,0,2,0,0.2,0.2,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
4561,1,9,0,0,12,764.75,0,0.023076923,9.641076923,0.4,May,2,2,8,2,New_Visitor,FALSE,TRUE
4562,0,0,0,0,19,1056.658333,0.005882353,0.041176471,0,0,Dec,1,1,1,8,Returning_Visitor,FALSE,FALSE
4563,5,265.2916667,4,191.75,29,991.8270202,0.008823529,0.008921569,0,0,Nov,3,2,7,6,Returning_Visitor,TRUE,FALSE
4564,3,19,0,0,53,2544.166667,0.00617284,0.016049383,0,0,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
4565,0,0,0,0,4,52.3,0,0.1,0,0,Aug,2,2,6,5,Returning_Visitor,FALSE,FALSE
4566,0,0,0,0,76,2854.783333,0.005866667,0.019555556,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
4567,3,83.8,0,0,20,798.3,0,0.009090909,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
4568,2,47.5,0,0,23,472.4166667,0,0.032985131,0,0,Dec,1,1,1,3,Returning_Visitor,FALSE,FALSE
4569,4,49.3,0,0,9,283.7,0.018181818,0.036363636,0,0,June,1,1,3,3,Returning_Visitor,FALSE,FALSE
4570,1,51.5,0,0,27,818.3166667,0.007407407,0.017354497,0,0,Nov,3,2,1,13,Returning_Visitor,FALSE,FALSE
4571,0,0,0,0,65,6053.466667,0.005208333,0.026197917,0,0,Sep,2,4,9,3,Returning_Visitor,FALSE,FALSE
4572,0,0,0,0,10,824,0.06,0.09,0,0,Dec,1,1,1,3,Returning_Visitor,FALSE,FALSE
4573,0,0,0,0,15,872.8333333,0,0.026666667,0,0,Mar,2,2,2,3,Returning_Visitor,TRUE,FALSE
4574,0,0,0,0,44,1151.116667,0,0.017829457,7.529302326,0,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
4575,0,0,0,0,6,202,0.033333333,0.05,0,0.4,May,2,2,6,4,Returning_Visitor,FALSE,FALSE
4576,0,0,0,0,20,1413.768571,0.025,0.038472222,0,0,June,1,2,3,1,Returning_Visitor,TRUE,FALSE
4577,4,66.33333333,2,58.16666667,38,1524.702381,0,0.006628788,0,0,Mar,2,2,3,2,New_Visitor,TRUE,FALSE
4578,0,0,0,0,3,69,0,0.066666667,0,1,May,3,2,1,20,Returning_Visitor,TRUE,FALSE
4579,13,219.475,0,0,79,1828.884048,0,0.01252331,5.329743627,0,Oct,2,2,6,2,Returning_Visitor,FALSE,FALSE
4580,0,0,0,0,2,26.5,0,0.05,0,0,Dec,3,2,1,1,Returning_Visitor,TRUE,FALSE
4581,0,0,0,0,26,875.1559524,0,0.001333333,40.42327574,0,Nov,2,2,7,2,Returning_Visitor,FALSE,TRUE
4582,0,0,0,0,6,47.25,0,0.033333333,0,0,Dec,2,5,1,1,Returning_Visitor,FALSE,FALSE
4583,0,0,0,0,30,655.5428571,0.006666667,0.019666667,0,0,Dec,3,2,1,2,Returning_Visitor,TRUE,FALSE
4584,7,42,0,0,23,502.525,0.007142857,0.021428571,0,0,Nov,2,5,3,3,Returning_Visitor,TRUE,FALSE
4585,3,81.4,0,0,94,2487.52,0,0.002083333,0,0,Oct,2,2,6,2,New_Visitor,FALSE,FALSE
4586,0,0,0,0,2,0,0.2,0.2,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE,FALSE
4587,0,0,0,0,9,386.25,0,0.022222222,0,0,Dec,3,2,6,6,New_Visitor,FALSE,FALSE
4588,0,0,0,0,17,557.4,0,0.011111111,83.93274289,0,Sep,2,2,2,2,New_Visitor,TRUE,TRUE
4589,3,39.5,2,51,33,814.5,0.006060606,0.01969697,0,0.8,May,2,2,4,1,Returning_Visitor,FALSE,FALSE
4590,1,3,0,0,10,577.1666667,0,0.022222222,0,0,Dec,1,1,3,1,Returning_Visitor,FALSE,FALSE
4591,1,20,1,115,50,1404.459091,0.013,0.044,0,0,Dec,2,2,2,2,Returning_Visitor,TRUE,FALSE
4592,0,0,0,0,5,241,0,0.08,0,1,May,2,2,5,1,Returning_Visitor,TRUE,FALSE
4593,5,102.8666667,0,0,12,219.6,0,0.035294118,0,0,Oct,2,2,6,20,Returning_Visitor,FALSE,FALSE
4594,1,43.5,3,230.1666667,93,3773.715179,0.004123711,0.018162523,17.77043431,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
4595,4,66.76,0,0,10,267.9,0,0.002777778,0,0,Aug,2,2,7,2,New_Visitor,FALSE,FALSE
4596,0,0,0,0,8,413,0,0.0125,0,0,Sep,1,1,4,3,New_Visitor,FALSE,FALSE
4597,0,0,0,0,6,13,0.133333333,0.166666667,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
4598,3,135,0,0,25,2765.2,0.008,0.016888889,0,0,May,2,2,2,1,Returning_Visitor,FALSE,FALSE
4599,2,58.4,0,0,54,3708.392857,0.002631579,0.020467836,11.7031641,0,Sep,4,2,9,13,Returning_Visitor,FALSE,TRUE
4600,2,113.75,4,125,20,933.55,0.008333333,0.035416667,60.97758829,0,Dec,3,2,3,2,Returning_Visitor,FALSE,FALSE
4601,1,24,0,0,10,238.5,0,0.011111111,0,0,May,2,4,3,3,New_Visitor,FALSE,FALSE
4602,0,0,0,0,74,3109.404167,0.009459459,0.042859175,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
4603,0,0,0,0,10,192.75,0.033333333,0.028888889,0,0,Dec,1,2,3,1,Returning_Visitor,TRUE,FALSE
4604,12,137.9,0,0,13,161.8666667,0,0.010526316,0,0,Aug,2,2,3,5,New_Visitor,TRUE,FALSE
4605,0,0,0,0,58,1599.5,0,0.007142857,0,0,Nov,4,2,1,3,Returning_Visitor,FALSE,FALSE
4606,0,0,0,0,12,466.125,0,0.022222222,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE,FALSE
4607,5,38.57777778,2,9,7,584.3777778,0,0.064351852,0,0,Jul,1,1,1,2,Returning_Visitor,TRUE,TRUE
4608,1,11,0,0,5,71,0,0.033333333,0,0,Mar,2,2,6,3,Returning_Visitor,FALSE,FALSE
4609,4,134.5,2,330,7,169.5,0.016666667,0.018888889,0,0.8,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
4610,1,8,0,0,28,643.875,0,0.003571429,0,0.6,May,2,4,1,2,New_Visitor,FALSE,FALSE
4611,2,17,0,0,20,1415.625,0.012698413,0.044761905,32.578313,0,Mar,3,3,1,10,Returning_Visitor,FALSE,FALSE
4612,5,162.5,1,11,82,1164.099635,0.010714286,0.01668402,0,0,May,3,2,7,2,Returning_Visitor,FALSE,FALSE
4613,0,0,0,0,19,447.7166667,0,0.011111111,0,0,Sep,3,2,1,2,Returning_Visitor,TRUE,FALSE
4614,0,0,0,0,11,559.25,0.036363636,0.042424242,0,0,Dec,2,2,1,10,Returning_Visitor,FALSE,FALSE
4615,0,0,0,0,6,46,0,0.016666667,0,0,Dec,6,2,4,1,Returning_Visitor,FALSE,FALSE
4616,8,269.0416667,3,64.5,171,6400.430101,0.006967985,0.017556729,4.213364204,0,Nov,1,1,1,1,Returning_Visitor,FALSE,TRUE
4617,0,0,0,0,4,47.5,0,0.05,0,0,Nov,2,5,1,2,Returning_Visitor,FALSE,FALSE
4618,0,0,0,0,11,185,0,0.054545455,0,0.6,May,2,2,1,6,Returning_Visitor,FALSE,FALSE
4619,0,0,1,29.5,7,103.5208333,0,0.002777778,0,0,Nov,3,2,8,1,Returning_Visitor,TRUE,FALSE
4620,0,0,0,0,24,1163.266667,0.061111111,0.083333333,27.287869,0,Oct,1,1,4,1,Returning_Visitor,TRUE,TRUE
4621,9,162.05,0,0,27,399.6939394,0,0.009195402,0,0,Mar,1,1,7,2,New_Visitor,FALSE,FALSE
4622,7,288.5208333,0,0,12,402.3958333,0,0.002857143,0,0,Dec,1,1,8,2,New_Visitor,TRUE,FALSE
4623,0,0,0,0,4,49.5,0.05,0.075,0,0,Mar,3,2,1,1,Returning_Visitor,FALSE,FALSE
4624,0,0,0,0,5,819.5,0,0.036,0,0,Mar,2,2,1,2,Returning_Visitor,TRUE,FALSE
4625,0,0,0,0,2,0,0.2,0.2,0,0,Aug,1,1,3,1,Returning_Visitor,FALSE,FALSE
4626,3,120.6666667,0,0,8,261.6,0,0.01,0,0,May,2,7,1,2,New_Visitor,FALSE,FALSE
4627,0,0,0,0,2,31,0,0.025,0,0,Mar,3,2,3,3,Returning_Visitor,FALSE,FALSE
4628,2,337.6,0,0,2,8,0,0.04,0,0,Nov,2,2,1,2,New_Visitor,FALSE,TRUE
4629,0,0,0,0,116,5389.883333,0.009565217,0.020786749,0,0,Nov,3,2,1,1,Returning_Visitor,FALSE,FALSE
4630,1,22,0,0,2,5,0,0.066666667,0,0,May,2,2,3,4,Returning_Visitor,FALSE,FALSE
4631,3,60,0,0,29,1846.63547,0.006896552,0.040147783,0,0,May,3,2,8,6,Returning_Visitor,FALSE,FALSE
4632,0,0,0,0,6,98,0,0.066666667,0,0,Feb,2,5,1,3,Returning_Visitor,FALSE,FALSE
4633,9,175.9345238,4,54.5,229,6606.783899,0.00373444,0.015020196,8.896836973,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
4634,1,108,0,0,16,448.5,0,0.006666667,0,0,May,2,6,1,1,Returning_Visitor,TRUE,FALSE
4635,0,0,0,0,27,1010.633333,0,0.012962963,0,0,June,2,2,1,2,Returning_Visitor,FALSE,FALSE
4636,2,303.2,0,0,13,181.0666667,0,0.016666667,0,0,Oct,1,1,3,2,Returning_Visitor,TRUE,FALSE
4637,5,333,2,166,12,151.9,0.031111111,0.064444444,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
4638,8,31.1,11,1258.833333,195,7675.14929,0.001937543,0.014673582,3.38287678,0.4,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
4639,0,0,0,0,3,19.25,0,0.066666667,0,0,Nov,1,1,8,2,Returning_Visitor,TRUE,FALSE
4640,2,7,0,0,15,533.11,0.011111111,0.05,4.307627247,0,Nov,2,2,1,3,Returning_Visitor,FALSE,FALSE
4641,0,0,0,0,10,72.5,0.08,0.106666667,0,0.2,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
4642,3,133.8666667,0,0,7,128,0,0.026666667,0,0,Oct,1,2,1,1,Returning_Visitor,TRUE,FALSE
4643,5,84.34545455,3,106.8,80,4240.036205,1.70E-04,0.011635537,1.257695521,0,Jul,3,2,1,2,Returning_Visitor,FALSE,FALSE
4644,0,0,0,0,55,872.5916667,0,0.001212121,0,0,Aug,2,4,1,4,New_Visitor,TRUE,FALSE
4645,0,0,0,0,29,438.8666667,0,0.020689655,0,0,Mar,4,2,3,1,Returning_Visitor,TRUE,FALSE
4646,0,0,2,6,1,25,0,0.066666667,0,1,May,3,2,1,2,Returning_Visitor,TRUE,FALSE
4647,1,7,0,0,26,2064.5,0,0.002,0,0,Oct,2,2,3,4,New_Visitor,TRUE,FALSE
4648,0,0,0,0,53,661.4455285,7.55E-04,0.006528045,0,0,Nov,3,2,1,11,Returning_Visitor,TRUE,FALSE
4649,2,48.5,0,0,77,1069.97381,0.002531646,0.012466437,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,FALSE
4650,1,26,2,33,6,64,0,0.022222222,0,0.2,May,1,1,3,4,Returning_Visitor,FALSE,FALSE
4651,0,0,4,84.25,141,2596.204762,0.006103286,0.020121639,0,0,Nov,2,2,7,2,Returning_Visitor,FALSE,FALSE
4652,1,19,0,0,17,336.5833333,0,0.03,0,0,Nov,3,2,1,1,Returning_Visitor,FALSE,FALSE
4653,1,6,0,0,61,3545.19127,0.008954009,0.057518519,0,0.6,May,2,2,4,2,Returning_Visitor,FALSE,FALSE
4654,6,97.88235294,2,9,58,2293.59902,0.008357771,0.033973374,6.7485,0,May,2,2,7,4,Returning_Visitor,FALSE,TRUE
4655,0,0,1,41,21,459.6666667,0,0.00952381,18.27428571,0,May,2,2,1,4,Returning_Visitor,FALSE,TRUE
4656,3,31.2,0,0,4,36.2,0.028571429,0.057142857,0,0,June,2,2,3,2,Returning_Visitor,FALSE,FALSE
4657,4,26.75,1,0,20,1029.25,0.021153846,0.03974359,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,FALSE
4658,2,67,0,0,8,533.3,0,0.016666667,0,0,Sep,3,2,9,2,New_Visitor,FALSE,FALSE
4659,4,99.5,0,0,3,21.25,0,0.05,0,0,Nov,1,1,2,8,New_Visitor,TRUE,TRUE
4660,0,0,0,0,9,196,0,0.022222222,0,0,Mar,2,2,3,10,Returning_Visitor,FALSE,FALSE
4661,12,221.7279167,4,144.2,136,5944.387373,0.011252599,0.031851593,2.045137389,0,Oct,2,5,1,1,Returning_Visitor,FALSE,FALSE
4662,0,0,0,0,6,66.25,0,0.066666667,0,0,Nov,2,2,9,1,Returning_Visitor,FALSE,FALSE
4663,0,0,0,0,2,35.2,0,0.1,0,0,June,2,2,2,3,Returning_Visitor,TRUE,FALSE
4664,0,0,0,0,6,815,0.05,0.044444444,0,0.2,May,1,2,1,4,Returning_Visitor,FALSE,FALSE
4665,0,0,0,0,20,1958.833333,0.011111111,0.035185185,0,0,Nov,3,2,5,1,Returning_Visitor,FALSE,FALSE
4666,5,170.25,0,0,55,3057.045833,0.011666667,0.018737892,0,0,Nov,2,2,4,2,Returning_Visitor,FALSE,FALSE
4667,0,0,0,0,3,71.16666667,0.066666667,0.083333333,0,0,Nov,3,2,1,3,Returning_Visitor,FALSE,TRUE
4668,4,75,2,312,98,1887.232143,0.002040816,0.025068027,0,0,Dec,2,2,8,2,Returning_Visitor,FALSE,FALSE
4669,8,132,0,0,20,413,0.011111111,0.027407407,36.51581481,0,May,1,1,1,2,Returning_Visitor,FALSE,TRUE
4670,10,204.0952381,1,170,138,4042.949908,0.004026846,0.01446207,18.21579469,0,Dec,2,2,1,6,Returning_Visitor,FALSE,TRUE
4671,0,0,0,0,11,189.25,0.027272727,0.048484848,0,0,Dec,2,5,1,1,Returning_Visitor,FALSE,FALSE
4672,5,169,0,0,3,50,0,0.033333333,0,0,Mar,1,1,1,9,New_Visitor,FALSE,FALSE
4673,0,0,0,0,9,1331,0.022222222,0.044444444,0,0.6,May,2,2,3,1,Returning_Visitor,FALSE,FALSE
4674,4,68.5,0,0,152,5426.823764,0.005228758,0.018756793,0,0,Nov,2,2,4,10,Returning_Visitor,FALSE,FALSE
4675,0,0,0,0,2,697.5,0,0.1,0,0,Dec,4,1,3,1,Returning_Visitor,FALSE,FALSE
4676,0,0,0,0,37,1669.559524,0.016190476,0.051333333,0,0,May,3,2,3,1,Returning_Visitor,FALSE,FALSE
4677,8,111,0,0,32,1206.833333,0.005263158,0.014473684,19.27621155,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
4678,1,53.5,0,0,53,2019.828571,0.007692308,0.015734266,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
4679,0,0,0,0,11,572,0.036363636,0.072727273,0,0,Nov,1,1,4,3,Returning_Visitor,FALSE,FALSE
4680,0,0,0,0,5,465.5,0.12,0.16,0,0,May,1,1,4,3,Returning_Visitor,FALSE,FALSE
4681,10,259.1666667,0,0,46,1535.242063,0.021938776,0.031768707,9.001857143,0.4,May,1,1,3,4,Returning_Visitor,FALSE,FALSE
4682,0,0,0,0,2,0,0.2,0.2,0,0,Dec,1,1,2,1,Returning_Visitor,TRUE,FALSE
4683,0,0,0,0,13,787.75,0.015384615,0.046153846,0,0,Nov,2,2,4,10,Returning_Visitor,FALSE,FALSE
4684,2,26.75,3,49.5,62,2964.650595,0.010769231,0.026444444,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE,FALSE
4685,0,0,0,0,19,661.5,0.031578947,0.052631579,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
4686,13,234.5666667,0,0,80,1807.227778,0.016091954,0.0348659,4.192980384,0,Jul,4,2,3,13,Returning_Visitor,FALSE,FALSE
4687,2,52.5,0,0,13,605.5,0,0.006666667,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
4688,0,0,0,0,44,1502.291667,0.004545455,0.027272727,0,0,Dec,2,2,1,2,New_Visitor,FALSE,FALSE
4689,1,22.75,0,0,1,0,0,0.066666667,0,0,Dec,1,1,1,8,New_Visitor,FALSE,TRUE
4690,8,92.93333333,0,0,78,2063.642844,0.007407407,0.011934156,0,0,Sep,3,2,6,13,Returning_Visitor,FALSE,FALSE
4691,2,20.2,0,0,16,357.4,0,0.011111111,0,0,Oct,2,2,2,2,New_Visitor,TRUE,FALSE
4692,0,0,0,0,19,1065.9,0.016666667,0.04021164,0,1,May,1,1,1,6,Returning_Visitor,TRUE,FALSE
4693,1,85,4,208.5,12,413.8,0,0.003921569,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE,FALSE
4694,1,24,0,0,54,801.5095238,0.00754717,0.013274933,0,0.2,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
4695,4,85,0,0,3,43.5,0,0.05,0,0,Dec,1,1,1,8,New_Visitor,TRUE,FALSE
4696,0,0,0,0,1,0,0.2,0.2,0,0,Dec,1,1,4,1,Returning_Visitor,TRUE,FALSE
4697,1,64.5,0,0,36,766.2166667,0,0.001851852,0,0,Dec,3,2,3,2,New_Visitor,FALSE,FALSE
4698,1,5,0,0,37,2235.828084,0,0.010810811,50.07598981,0,Nov,2,5,7,10,Returning_Visitor,FALSE,TRUE
4699,1,2,0,0,27,463.8333333,0.040740741,0.067530864,0,0,May,3,2,2,4,Returning_Visitor,FALSE,FALSE
4700,2,39.5,0,0,28,986.9333333,0.044166667,0.057,0,0,Dec,1,1,3,2,Returning_Visitor,FALSE,FALSE
4701,3,55,0,0,18,376.5,0.021052632,0.040350877,0,0.4,May,4,2,3,11,Returning_Visitor,FALSE,FALSE
4702,0,0,0,0,11,580.25,0.022222222,0.044444444,0,0,Nov,3,2,1,2,Returning_Visitor,TRUE,FALSE
4703,4,227.48,3,432.2,56,4895.26,0.016949153,0.043785311,5.763678818,0,Nov,2,4,3,1,Returning_Visitor,FALSE,FALSE
4704,0,0,0,0,10,60,0,0.04,0,0,May,2,2,5,4,Returning_Visitor,FALSE,FALSE
4705,3,35,0,0,7,117.0833333,0,0.044444444,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
4706,7,268.4166667,0,0,41,1124.875,0,0.011904762,0,0,Nov,2,2,9,2,Returning_Visitor,FALSE,TRUE
4707,5,116.1,3,97.66666667,170,5639.22176,0.002457143,0.01109801,0,0,Dec,2,2,7,2,Returning_Visitor,FALSE,FALSE
4708,0,0,0,0,3,275,0,0.05,32.89701477,0,Oct,3,2,2,2,New_Visitor,FALSE,TRUE
4709,4,34.2,0,0,27,809.6933333,0.023214286,0.033826531,27.6509675,0,Sep,3,2,4,13,Returning_Visitor,TRUE,FALSE
4710,10,162.2291667,0,0,101,2681.998105,0.010185185,0.021374201,4.195335178,0,Nov,3,2,3,2,Returning_Visitor,FALSE,FALSE
4711,1,54.5,0,0,26,531.5,0.007692308,0.023076923,44.92362122,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
4712,0,0,0,0,7,80.5,0.028571429,0.038095238,0,0,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
4713,0,0,0,0,3,80,0,0.033333333,0,0,Mar,3,2,1,10,Returning_Visitor,TRUE,FALSE
4714,0,0,0,0,3,178.25,0,0.066666667,0,0,Nov,3,2,1,10,Returning_Visitor,FALSE,FALSE
4715,3,1373.5,0,0,43,2798.07381,0,0.010971006,2.915511628,0,Mar,2,6,2,3,Returning_Visitor,FALSE,FALSE
4716,3,56,0,0,19,2117.654762,0,0.014444444,6.708900602,0,Dec,2,2,3,2,Returning_Visitor,FALSE,TRUE
4717,3,179.5,0,0,22,746.1666667,0,0.004266667,0,0,May,3,3,1,15,Returning_Visitor,TRUE,FALSE
4718,0,0,0,0,22,464.3833333,0,0.002272727,0,0,Nov,2,2,1,8,New_Visitor,FALSE,FALSE
4719,1,9,0,0,49,1164.416667,0.048,0.064,0,1,May,3,2,1,4,Returning_Visitor,TRUE,FALSE
4720,1,114,1,173,36,2542.333333,0.042592593,0.059814815,33.44055556,0,May,2,2,7,1,Returning_Visitor,TRUE,FALSE
4721,9,965.5,0,0,30,1895.133333,0.005405405,0.011186186,0,0,Dec,3,2,3,2,Returning_Visitor,TRUE,FALSE
4722,3,53,2,7,24,678,0,0.014814815,20.13555556,0,May,2,5,3,2,Returning_Visitor,FALSE,TRUE
4723,0,0,0,0,2,4,0,0.1,0,0.8,May,2,5,4,1,Returning_Visitor,FALSE,FALSE
4724,5,20,0,0,56,441.2166667,0.008474576,0.019322034,0,0.2,May,2,2,2,3,Returning_Visitor,FALSE,FALSE
4725,2,91.6,2,678,66,2101.305092,0,0.010049751,48.04390582,0,Oct,2,2,3,2,Returning_Visitor,FALSE,TRUE
4726,0,0,0,0,72,5465.320175,0.033789954,0.06037786,0,0,Sep,2,5,2,1,Returning_Visitor,FALSE,FALSE
4727,1,0,1,46.5,22,671.8666667,0.017391304,0.02057971,0,0,Nov,3,2,7,10,Returning_Visitor,FALSE,FALSE
4728,1,8,1,101,12,205.9761905,0.015384615,0.024358974,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
4729,0,0,0,0,6,286.2,0,0.022222222,0,0,Aug,2,2,6,1,Returning_Visitor,FALSE,FALSE
4730,5,43,0,0,36,725.3333333,0.005714286,0.017142857,0,0,Sep,2,2,3,13,Returning_Visitor,FALSE,FALSE
4731,0,0,0,0,2,11,0,0.1,0,0,Nov,3,2,1,10,Returning_Visitor,FALSE,FALSE
4732,3,81,1,0,28,499.6666667,0,0.022222222,0,0,Mar,2,6,1,1,Returning_Visitor,FALSE,FALSE
4733,1,0,2,11,50,1799.666667,0.056410256,0.083012821,0,0,Dec,1,1,1,3,Returning_Visitor,FALSE,FALSE
4734,13,407.57,0,0,146,2650.780526,0,0.011184211,0,0,Oct,4,1,1,2,Returning_Visitor,TRUE,FALSE
4735,1,28,0,0,14,924,0.014285714,0.028571429,0,0,May,1,1,3,4,Returning_Visitor,TRUE,FALSE
4736,0,0,0,0,2,0,0.2,0.2,0,0,Mar,3,2,4,1,Returning_Visitor,FALSE,FALSE
4737,0,0,0,0,3,65,0.1,0.111111111,0,0,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
4738,1,27.5,0,0,114,1403.720238,0,5.90E-04,255.5691579,0,Nov,4,5,2,8,Returning_Visitor,FALSE,TRUE
4739,17,96.16060606,5,174.7,75,2549.529127,0.011818182,0.047380485,0,0,Jul,2,2,4,4,Returning_Visitor,FALSE,FALSE
4740,1,197.4,0,0,83,1631.4,0.027380952,0.068650794,0,0,Oct,2,2,3,13,Returning_Visitor,FALSE,FALSE
4741,0,0,0,0,13,700.6666667,0,0.015384615,0,0,May,3,2,1,4,Returning_Visitor,FALSE,FALSE
4742,1,14.2,0,0,22,839.568189,0,9.52E-04,60.58437066,0,Nov,3,2,3,2,New_Visitor,TRUE,TRUE
4743,0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,3,3,Returning_Visitor,FALSE,FALSE
4744,0,0,0,0,10,466.75,0,0.028571429,0,0,May,3,2,1,4,Returning_Visitor,TRUE,FALSE
4745,1,69,1,4,17,319,0,0.010526316,0,0,May,2,2,9,2,Returning_Visitor,TRUE,FALSE
4746,8,85.5,0,0,41,1135.860714,0,0.025876068,11.87691429,1,May,2,2,1,2,Returning_Visitor,TRUE,FALSE
4747,0,0,0,0,7,148.1666667,0,0.057142857,0,0.4,May,1,1,1,20,Returning_Visitor,FALSE,FALSE
4748,3,420.1,2,14.2,32,591.72,0.032432432,0.043745174,0,0,Oct,1,1,1,3,Returning_Visitor,TRUE,FALSE
4749,0,0,0,0,6,93.5,0.016666667,0.066666667,0,0,Dec,1,1,3,1,Returning_Visitor,TRUE,FALSE
4750,0,0,1,93,30,1045.833333,0.012903226,0.035483871,0,0.2,Feb,1,1,1,3,Returning_Visitor,FALSE,FALSE
4751,10,214.6214286,1,114,36,673.6380952,0.019379845,0.032443035,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,FALSE
4752,0,0,0,0,43,813.8,0.023255814,0.03255814,0,0.6,May,2,5,1,2,Returning_Visitor,FALSE,FALSE
4753,0,0,0,0,17,287.75,0.073529412,0.121568627,0,0.6,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
4754,6,91.2,1,69.6,29,1618.233333,0,0.01620753,9.231934863,0,Nov,2,2,1,6,Returning_Visitor,FALSE,FALSE
4755,2,64.5,0,0,52,2120.630952,0,0.011965812,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
4756,0,0,0,0,3,0,0.2,0.2,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
4757,0,0,0,0,12,276,0,0.016666667,0,0,Dec,2,2,8,2,New_Visitor,FALSE,FALSE
4758,1,51.5,0,0,21,730.15,0,0.012121212,0,0,Nov,2,2,4,2,New_Visitor,FALSE,FALSE
4759,0,0,0,0,19,439.8333333,0.005555556,0.003703704,0,0,Mar,1,1,7,2,New_Visitor,FALSE,FALSE
4760,7,204.1,0,0,5,128.7,0,0.0125,0,0,Sep,2,7,1,2,New_Visitor,FALSE,FALSE
4761,0,0,0,0,1,0,0.2,0.2,0,0,Nov,8,13,9,20,Other,FALSE,FALSE
4762,0,0,2,40,152,5617.092505,0.003594771,0.02743431,0,0,Nov,2,2,4,2,Returning_Visitor,FALSE,FALSE
4763,0,0,0,0,7,2612,0,0.033333333,0,0,Dec,8,13,9,20,Other,FALSE,FALSE
4764,10,154.7916667,2,7,49,1714.868651,0.013711002,0.055127258,1.456951523,1,May,1,1,1,2,Returning_Visitor,TRUE,FALSE
4765,1,23,0,0,16,281.75,0,0.014285714,0,0,Nov,8,2,1,2,Returning_Visitor,FALSE,FALSE
4766,0,0,0,0,15,454.75,0.026666667,0.033333333,0,0,May,3,2,3,1,Returning_Visitor,TRUE,FALSE
4767,0,0,0,0,14,363.3,0.019047619,0.045986395,0,0,May,1,1,6,2,Returning_Visitor,TRUE,FALSE
4768,5,159,0,0,17,438.4333333,0.003030303,0.027272727,0,0,Mar,1,1,3,3,Returning_Visitor,FALSE,FALSE
4769,4,12,0,0,28,580.65,0,0.016666667,0,0,Jul,1,2,1,4,Returning_Visitor,FALSE,FALSE
4770,6,75.41666667,1,105,21,752.5666667,0.015384615,0.022435897,7.072429969,0,Nov,1,1,4,10,Returning_Visitor,TRUE,FALSE
4771,0,0,0,0,41,419,0.01300813,0.03495935,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
4772,7,228.25,0,0,39,968.0924451,0.01547619,0.023015873,7.497155058,0,Nov,3,2,1,1,Returning_Visitor,FALSE,FALSE
4773,0,0,0,0,17,569.75,0.029411765,0.054621849,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
4774,4,81.6,0,0,45,1096.42,0.041945289,0.072659574,0,0,Jul,3,2,6,13,Returning_Visitor,FALSE,FALSE
4775,0,0,0,0,5,1474.5,0,0.02,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
