ID,Rented Bike Count,Hour,Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature,Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
4963,3238,18.0,30.7,43,1.6,931.0,16.6,0.74,0.0,0.0,Summer,No Holiday,Yes
8207,1003,,13.2,74,,1407.0,8.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
1645,188,,-6.0,24,2.6,1964.0,-23.3,1.97,0.0,0.0,Winter,,Yes
2141,72,4.0,5.4,56,1.7,472.0,,0.0,0.0,0.0,Winter,No Holiday,Yes
4537,926,0.0,,82,2.2,,15.9,0.0,0.0,0.0,Summer,No Holiday,
4458,2190,17.0,24.9,46,2.0,1855.0,12.4,0.91,0.0,0.0,Summer,No Holiday,Yes
8266,628,9.0,10.1,77,0.0,350.0,6.2,,0.0,0.0,Autumn,No Holiday,Yes
4379,862,10.0,25.3,45,1.3,1371.0,12.5,2.45,0.0,0.0,Summer,No Holiday,Yes
730,103,9.0,-1.9,82,1.6,410.0,-4.5,0.15,,1.2,,Holiday,Yes
4358,1151,13.0,25.0,47,2.5,1120.0,12.8,3.34,0.0,0.0,,No Holiday,Yes
5911,289,6.0,29.1,63,1.6,1818.0,21.3,0.0,0.0,0.0,Summer,,Yes
1937,403,16.0,6.3,35,2.9,1117.0,-8.0,1.1,0.0,0.0,Winter,No Holiday,Yes
3794,430,1.0,16.0,64,1.0,1600.0,9.1,0.0,,0.0,Spring,No Holiday,Yes
3737,1223,16.0,23.2,30,4.5,1787.0,4.6,1.49,0.0,0.0,Spring,,Yes
8707,1536,18.0,6.3,25,2.0,1653.0,-12.3,0.0,0.0,,,No Holiday,Yes
6635,434,10.0,23.3,89,0.7,1716.0,21.3,0.2,0.5,0.0,Autumn,No Holiday,Yes
1111,140,,1.2,69,0.6,436.0,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes
7538,541,,7.3,59,0.1,,,0.0,0.0,0.0,Autumn,No Holiday,
2999,1041,22.0,10.9,58,1.5,2000.0,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes
2395,664,,,61,3.2,1411.0,-0.7,,0.0,0.0,,No Holiday,Yes
1186,387,9.0,-2.1,42,1.3,1519.0,-13.3,,,0.0,Winter,No Holiday,Yes
2008,356,15.0,,49,4.4,1138.0,-4.8,,0.0,0.0,Winter,No Holiday,Yes
194,296,1.0,-4.1,49,0.6,2000.0,-13.2,0.0,,0.0,Winter,No Holiday,Yes
7412,55,19.0,16.6,96,2.4,1072.0,15.9,0.0,1.5,0.0,,No Holiday,Yes
579,115,2.0,-1.8,53,4.1,,-10.1,,0.0,0.0,Winter,Holiday,Yes
772,41,3.0,-2.5,62,0.4,1626.0,-8.7,,0.0,0.0,Winter,No Holiday,Yes
2396,573,19.0,5.3,67,,1314.0,-0.3,0.02,0.0,0.0,Spring,No Holiday,Yes
1479,156,14.0,-0.7,33,,1984.0,-15.0,0.56,0.0,2.5,Winter,No Holiday,Yes
1847,145,22.0,-1.9,30,0.8,2000.0,-17.2,,0.0,0.0,Winter,Holiday,Yes
7757,246,4.0,8.9,75,0.4,1877.0,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
4275,335,2.0,16.5,58,,,,,0.0,0.0,Spring,No Holiday,Yes
3741,1562,20.0,19.7,53,,1841.0,9.8,0.0,0.0,0.0,Spring,,Yes
4601,2333,16.0,24.8,51,1.6,2000.0,,1.17,0.0,0.0,Summer,No Holiday,
8055,1040,14.0,14.9,31,2.5,1872.0,-2.1,2.06,0.0,0.0,Autumn,No Holiday,
7024,0,15.0,25.9,39,1.4,,,,0.0,0.0,Autumn,,No
4916,2288,19.0,25.7,59,2.8,1083.0,17.0,0.38,0.0,,Summer,No Holiday,
2074,173,9.0,,48,1.1,,-10.0,0.43,0.0,0.0,Winter,No Holiday,Yes
4755,755,2.0,20.5,76,1.1,994.0,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes
1897,99,0.0,-3.6,33,1.7,2000.0,-17.5,0.0,,0.0,Winter,No Holiday,Yes
6838,2018,21.0,22.2,50,1.3,2000.0,11.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
3660,206,11.0,18.0,85,1.1,411.0,15.4,0.45,0.0,0.0,Spring,No Holiday,Yes
2380,139,3.0,,80,0.6,705.0,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes
1448,214,7.0,-11.3,57,,,,0.0,,0.0,Winter,No Holiday,Yes
343,129,6.0,,64,,906.0,-13.0,0.0,0.0,0.0,Winter,,Yes
5128,619,15.0,24.2,93,1.0,590.0,22.9,0.78,0.0,0.0,Summer,,Yes
8179,0,18.0,14.0,71,1.5,201.0,8.8,0.01,0.0,0.0,Autumn,No Holiday,No
2528,652,7.0,3.7,59,2.9,2000.0,-3.5,,0.0,0.0,Spring,No Holiday,
728,39,7.0,-1.8,86,1.7,367.0,-3.8,0.0,0.0,1.2,Winter,Holiday,Yes
4578,2355,17.0,28.2,39,2.9,1653.0,12.9,0.7,,0.0,Summer,No Holiday,Yes
977,196,16.0,-5.4,30,3.9,,-20.2,0.69,0.0,0.2,Winter,No Holiday,
6556,297,3.0,23.3,81,1.7,1068.0,19.8,0.0,0.0,0.0,Summer,No Holiday,Yes
3517,1197,12.0,19.6,36,2.2,962.0,4.1,2.55,0.0,0.0,,No Holiday,Yes
6077,266,4.0,27.4,69,1.0,2000.0,21.2,0.0,,0.0,Summer,,Yes
8571,279,,-1.0,43,3.1,2000.0,-12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
3941,121,4.0,11.9,94,1.3,210.0,10.9,,0.0,0.0,Spring,No Holiday,Yes
1300,32,3.0,-15.2,30,3.4,2000.0,-28.9,0.0,0.0,0.9,Winter,No Holiday,Yes
1349,24,4.0,-16.4,36,1.5,,-28.0,0.0,0.0,0.5,Winter,,Yes
661,286,,-0.8,38,1.0,1686.0,-13.3,0.75,0.0,0.0,Winter,No Holiday,Yes
1493,37,4.0,-7.1,56,1.8,1841.0,-14.4,0.0,0.0,1.6,Winter,,Yes
6264,1342,23.0,25.9,52,,2000.0,15.2,0.0,,0.0,Summer,,Yes
7842,1604,17.0,15.7,63,3.2,1118.0,8.6,0.39,0.0,0.0,Autumn,No Holiday,Yes
6798,226,5.0,19.1,62,1.6,2000.0,11.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
5155,2965,18.0,32.2,57,,1880.0,22.5,1.53,0.0,0.0,Summer,No Holiday,Yes
2316,441,11.0,8.0,43,1.7,1909.0,,,,0.0,Spring,No Holiday,Yes
8414,920,13.0,14.4,49,3.5,890.0,3.8,1.71,0.0,0.0,Autumn,No Holiday,Yes
8381,154,4.0,6.1,72,0.5,1052.0,1.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
1086,55,5.0,5.0,76,,808.0,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2525,85,4.0,5.7,62,2.4,2000.0,-1.0,0.0,0.0,0.0,Spring,No Holiday,Yes
6706,1186,9.0,23.5,72,0.5,1485.0,18.1,0.95,0.0,0.0,Autumn,,
5375,1945,,25.9,83,,1827.0,22.7,0.0,0.0,0.0,Summer,No Holiday,
3199,368,,,35,0.3,,-6.2,0.0,0.0,0.0,Spring,No Holiday,Yes
6297,1912,8.0,26.6,54,1.1,1739.0,16.5,0.75,0.0,0.0,,No Holiday,Yes
6312,1241,23.0,28.5,62,4.9,1882.0,20.5,0.0,0.0,0.0,Summer,No Holiday,Yes
68,422,19.0,5.7,85,1.7,309.0,3.3,0.0,0.0,0.0,Winter,No Holiday,Yes
7372,0,,13.6,75,,1960.0,9.2,0.0,,,Autumn,No Holiday,No
2270,465,13.0,8.3,51,2.0,2000.0,-1.2,1.42,,0.0,Spring,No Holiday,
6563,794,10.0,25.5,53,2.3,1843.0,15.2,1.81,0.0,0.0,Summer,No Holiday,Yes
8505,1818,8.0,,53,0.9,1971.0,-8.1,0.05,0.0,0.0,,No Holiday,Yes
7309,1138,12.0,18.4,40,3.5,1958.0,4.5,2.28,0.0,0.0,Autumn,No Holiday,Yes
8066,560,1.0,6.6,69,0.0,1512.0,1.3,0.0,0.0,0.0,Autumn,No Holiday,
5323,1665,18.0,26.2,82,0.4,1408.0,,0.21,0.0,0.0,Summer,No Holiday,Yes
3448,14,15.0,9.5,96,2.2,350.0,,0.31,,0.0,,No Holiday,Yes
2368,611,15.0,7.7,51,2.9,670.0,,,0.0,0.0,Spring,No Holiday,Yes
5521,1068,0.0,25.9,76,,984.0,21.3,,0.0,0.0,Summer,No Holiday,Yes
6216,1446,23.0,25.0,44,2.2,2000.0,11.8,0.0,,0.0,Summer,No Holiday,Yes
2513,214,16.0,10.7,98,1.2,196.0,10.3,0.14,0.0,0.0,,No Holiday,Yes
2724,589,11.0,9.0,56,2.0,399.0,0.6,,0.0,0.0,Spring,No Holiday,Yes
8203,1347,18.0,14.4,77,1.0,912.0,10.4,0.0,0.0,0.0,Autumn,,Yes
8706,1099,17.0,7.6,23,2.9,1678.0,-12.2,0.25,0.0,0.0,Autumn,,Yes
1144,278,15.0,8.5,49,1.3,400.0,-1.6,0.73,0.0,0.0,Winter,No Holiday,Yes
8524,112,3.0,6.5,87,1.0,710.0,4.4,0.0,1.0,0.0,,,Yes
5516,2281,19.0,30.6,54,2.8,1531.0,,0.59,0.0,0.0,Summer,No Holiday,Yes
6392,400,,24.2,88,2.3,,22.0,0.05,0.0,0.0,Summer,,Yes
7949,148,4.0,6.8,65,1.1,,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
4729,1217,0.0,19.0,57,1.6,2000.0,10.2,0.0,0.0,0.0,,No Holiday,Yes
5767,266,6.0,26.4,76,0.4,1813.0,21.8,0.01,,0.0,Summer,No Holiday,Yes
3790,1717,,19.6,64,1.5,1297.0,12.5,0.0,,0.0,Spring,,Yes
2221,605,12.0,10.7,16,1.7,1657.0,-14.1,2.56,0.0,0.0,Spring,No Holiday,Yes
5076,871,11.0,26.4,71,1.0,430.0,20.7,,0.0,0.0,Summer,No Holiday,Yes
2332,12,3.0,3.8,90,0.8,448.0,2.3,,,0.0,Spring,No Holiday,Yes
5395,2884,18.0,30.8,60,2.5,1793.0,22.1,1.43,0.0,0.0,Summer,No Holiday,Yes
5669,212,4.0,28.5,74,2.6,1549.0,23.4,0.0,0.0,0.0,Summer,No Holiday,Yes
6145,872,0.0,29.3,68,1.6,2000.0,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes
8141,107,4.0,8.0,81,0.4,666.0,4.9,0.0,,0.0,Autumn,No Holiday,Yes
4089,524,8.0,14.1,38,1.0,2000.0,0.0,0.72,0.0,0.0,Spring,No Holiday,Yes
1968,242,23.0,-0.5,26,,2000.0,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes
7557,1389,20.0,10.2,46,0.2,2000.0,-0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes
7258,1076,9.0,18.3,58,1.4,1958.0,9.8,1.24,0.0,0.0,Autumn,No Holiday,Yes
8389,942,12.0,13.8,43,0.9,987.0,1.4,1.61,0.0,0.0,Autumn,No Holiday,Yes
4366,2070,21.0,21.9,60,2.5,1551.0,13.7,0.0,0.0,,Spring,No Holiday,Yes
424,137,15.0,1.6,73,0.9,421.0,-2.7,0.6,,,Winter,No Holiday,Yes
8027,717,10.0,7.2,49,2.2,1892.0,-2.8,1.51,0.0,0.0,Autumn,No Holiday,Yes
1905,92,8.0,-4.8,31,0.8,2000.0,-19.3,0.02,0.0,0.0,Winter,,Yes
596,184,19.0,-1.8,41,2.1,2000.0,-13.3,0.0,0.0,0.0,Winter,Holiday,Yes
3918,72,5.0,13.5,98,,105.0,13.1,0.0,0.0,0.0,Spring,No Holiday,Yes
3619,2558,18.0,23.0,54,2.9,679.0,13.1,,0.0,0.0,Spring,No Holiday,Yes
840,221,23.0,-4.0,48,1.5,1536.0,-13.4,0.0,0.0,0.0,Winter,,Yes
4597,1442,12.0,23.2,50,2.2,1988.0,12.1,,0.0,0.0,Summer,,Yes
8197,697,12.0,13.2,77,,589.0,9.2,0.5,0.0,0.0,Autumn,No Holiday,Yes
142,165,21.0,1.1,92,,235.0,0.0,0.0,0.7,,Winter,No Holiday,Yes
7656,914,23.0,14.1,74,,486.0,9.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
1378,105,9.0,-15.1,49,1.1,1401.0,-23.4,0.2,0.0,0.3,,,Yes
3675,251,2.0,7.3,86,1.7,2000.0,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
7215,1305,14.0,24.6,34,1.5,2000.0,7.6,2.74,0.0,0.0,Autumn,No Holiday,Yes
8666,408,1.0,4.5,82,0.4,350.0,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
4742,1704,13.0,26.2,37,1.2,1936.0,10.3,3.36,,0.0,Summer,No Holiday,Yes
3809,1457,16.0,22.0,41,1.7,2000.0,8.1,,0.0,0.0,Spring,No Holiday,Yes
1139,212,10.0,4.3,58,,401.0,-3.2,0.23,,0.0,Winter,No Holiday,Yes
2258,23,1.0,7.0,88,2.5,2000.0,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes
6002,700,,,80,1.5,1306.0,24.7,0.0,0.0,0.0,Summer,,Yes
1788,252,11.0,-0.3,40,3.4,1728.0,-12.2,1.73,,,Winter,No Holiday,Yes
3939,241,2.0,12.1,94,1.6,191.0,11.1,0.0,0.0,0.0,Spring,No Holiday,Yes
6024,1180,,29.1,77,0.4,1552.0,24.6,0.0,0.0,0.0,,No Holiday,Yes
4647,1246,14.0,25.6,45,2.2,1961.0,12.7,,0.0,,Summer,No Holiday,Yes
460,71,3.0,-8.1,70,1.3,1557.0,-12.6,0.0,0.0,2.0,Winter,,Yes
8350,1163,21.0,8.5,42,1.1,2000.0,-3.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
949,262,12.0,-2.7,45,2.4,1707.0,-13.0,1.05,0.0,0.4,Winter,No Holiday,Yes
3701,138,4.0,9.5,66,1.1,1737.0,3.4,0.0,0.0,0.0,Spring,No Holiday,Yes
1337,152,16.0,-9.6,31,2.6,1973.0,-23.6,0.66,0.0,0.5,Winter,No Holiday,Yes
4629,1280,20.0,19.1,84,1.7,2000.0,16.3,0.04,0.0,0.0,Summer,No Holiday,Yes
7385,0,16.0,25.1,41,1.0,2000.0,10.9,1.22,0.0,0.0,Autumn,No Holiday,No
1603,388,18.0,-7.6,29,3.5,2000.0,-22.6,0.16,0.0,0.0,Winter,No Holiday,Yes
2239,20,6.0,8.6,96,0.7,224.0,7.9,0.0,0.2,0.0,Spring,No Holiday,
640,228,15.0,-3.1,16,2.2,2000.0,-25.4,0.9,0.0,0.0,Winter,No Holiday,Yes
8600,30,7.0,1.2,87,1.9,77.0,,0.0,0.0,,Autumn,No Holiday,Yes
3831,1186,14.0,20.7,36,2.2,1788.0,5.0,3.1,0.0,0.0,Spring,,Yes
8220,25,11.0,10.9,95,2.4,519.0,10.1,0.12,0.0,0.0,,No Holiday,Yes
6755,1096,10.0,22.2,43,0.9,1891.0,9.0,2.09,0.0,0.0,Autumn,No Holiday,Yes
6427,2080,18.0,27.1,56,3.0,1987.0,17.5,0.87,0.0,0.0,Summer,No Holiday,Yes
1959,335,14.0,5.0,20,,,-16.1,2.12,0.0,0.0,Winter,No Holiday,Yes
1071,304,14.0,3.7,53,0.6,592.0,-5.0,0.74,0.0,0.0,Winter,No Holiday,Yes
156,333,11.0,2.3,69,1.7,628.0,-2.8,,0.0,0.6,Winter,No Holiday,Yes
2296,616,15.0,10.1,24,1.8,1839.0,-9.6,2.12,0.0,0.0,Spring,,Yes
5932,401,,27.3,84,1.7,,24.3,0.0,,0.0,Summer,,Yes
4579,1934,18.0,27.3,42,,2000.0,,0.19,0.0,0.0,Summer,No Holiday,Yes
1090,303,9.0,3.9,86,1.7,399.0,1.7,0.11,0.2,0.0,Winter,No Holiday,Yes
2941,818,12.0,20.8,50,2.0,1240.0,9.9,1.82,0.0,0.0,Spring,,Yes
7837,363,12.0,11.5,90,1.2,973.0,9.9,0.06,5.0,0.0,Autumn,No Holiday,Yes
4385,1488,16.0,,34,3.2,1912.0,12.3,2.46,0.0,0.0,Summer,No Holiday,Yes
931,316,18.0,1.5,70,2.5,638.0,-3.3,,,0.0,Winter,No Holiday,
2910,96,,12.3,65,,1085.0,5.8,0.0,0.0,0.0,Spring,No Holiday,Yes
7415,23,22.0,16.2,92,2.6,1771.0,14.8,0.0,1.5,0.0,Autumn,No Holiday,Yes
896,60,7.0,,58,0.9,,-12.5,0.0,0.0,,Winter,No Holiday,Yes
3248,223,7.0,,83,,733.0,3.1,0.15,0.0,0.0,Spring,No Holiday,Yes
2327,147,22.0,7.2,60,1.4,1928.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes
7796,1464,,14.9,46,1.4,1455.0,3.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
5929,983,0.0,28.0,82,1.4,1221.0,24.6,0.0,0.0,0.0,Summer,No Holiday,Yes
6811,3298,,25.9,42,1.1,2000.0,11.9,0.48,0.0,,Autumn,No Holiday,Yes
5039,1239,,21.6,94,1.1,766.0,,0.0,0.0,0.0,Summer,No Holiday,Yes
4137,694,8.0,18.2,63,0.8,1731.0,11.0,1.0,0.0,0.0,,,Yes
8000,1005,7.0,1.3,65,1.2,2000.0,-4.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
1716,235,11.0,2.6,62,2.9,,-3.9,1.12,0.0,0.0,Winter,,Yes
1699,659,18.0,4.1,40,2.1,1327.0,-8.3,0.1,0.0,0.0,Winter,No Holiday,Yes
8486,785,13.0,10.8,44,2.0,935.0,-0.9,,0.0,0.0,Autumn,No Holiday,Yes
8734,792,21.0,3.8,55,2.1,,-4.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
6290,527,1.0,26.6,64,0.2,2000.0,19.2,0.0,0.0,0.0,Summer,No Holiday,Yes
3832,1324,15.0,21.2,35,2.9,1733.0,,2.88,0.0,0.0,Spring,No Holiday,Yes
3349,919,12.0,17.8,21,2.7,1335.0,-4.8,2.79,,0.0,Spring,No Holiday,Yes
8330,487,1.0,5.6,68,0.5,1576.0,0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
986,100,1.0,-10.6,55,2.9,1987.0,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes
1822,216,21.0,1.7,27,3.1,1734.0,-15.3,,0.0,0.0,Winter,,Yes
8664,563,23.0,5.4,78,,404.0,1.8,0.0,0.0,0.0,Autumn,,
588,179,11.0,-2.8,35,,1984.0,-16.1,0.87,0.0,0.0,Winter,Holiday,Yes
8544,571,23.0,3.9,46,2.0,1904.0,,,0.0,0.0,Autumn,No Holiday,Yes
5078,1144,13.0,25.6,87,1.7,390.0,23.2,0.71,3.5,,Summer,No Holiday,
5937,309,8.0,27.5,95,0.7,404.0,26.6,0.14,1.6,0.0,Summer,No Holiday,Yes
6456,348,23.0,20.8,84,0.9,1078.0,17.9,0.0,0.5,0.0,Summer,No Holiday,Yes
8334,162,,4.7,72,0.0,1310.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
8730,996,17.0,5.8,38,1.3,1674.0,-7.4,,,0.0,,No Holiday,Yes
5484,797,11.0,30.4,53,1.8,1359.0,19.7,2.74,0.0,0.0,Summer,No Holiday,Yes
5909,304,4.0,29.5,60,,1774.0,20.9,,0.0,0.0,Summer,No Holiday,Yes
5515,2692,18.0,32.0,50,,1374.0,20.2,1.25,0.0,0.0,Summer,No Holiday,Yes
7359,1995,14.0,,35,1.6,1972.0,7.0,2.51,0.0,0.0,Autumn,,Yes
3558,152,5.0,10.9,81,1.7,348.0,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
1396,67,3.0,,49,1.8,1573.0,-16.5,0.0,0.0,0.0,Winter,No Holiday,Yes
265,133,0.0,-11.0,51,1.1,2000.0,-19.1,,,0.0,Winter,No Holiday,Yes
3548,1812,19.0,18.7,53,2.7,753.0,8.9,0.24,,0.0,Spring,No Holiday,Yes
5821,626,12.0,35.2,39,,2000.0,19.1,2.86,0.0,0.0,Summer,No Holiday,Yes
3070,443,,3.8,39,3.2,2000.0,-8.9,0.0,0.0,0.0,Spring,No Holiday,Yes
5026,1246,9.0,24.8,75,1.1,,20.0,,0.0,0.0,Summer,,Yes
6565,982,12.0,27.8,47,2.9,1905.0,15.4,,,0.0,Summer,No Holiday,Yes
3865,724,,,84,1.5,334.0,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes
7698,1896,,16.9,34,2.5,2000.0,0.9,0.74,0.0,0.0,Autumn,No Holiday,Yes
2401,376,0.0,5.1,77,,718.0,1.3,0.0,0.0,0.0,Spring,No Holiday,
7853,162,4.0,9.0,87,0.6,972.0,,0.0,0.0,0.0,Autumn,No Holiday,Yes
3712,1323,15.0,19.9,26,3.8,1898.0,-0.1,3.0,0.0,0.0,Spring,,Yes
247,136,6.0,-5.9,39,2.9,1979.0,-17.6,0.0,0.0,0.0,,,Yes
1595,123,,-9.6,32,3.7,2000.0,-23.2,1.14,,0.0,Winter,No Holiday,Yes
1530,382,17.0,2.0,25,2.3,1998.0,-16.0,,0.0,0.0,Winter,No Holiday,Yes
7928,388,,7.3,65,3.2,2000.0,1.1,0.0,0.0,0.0,Autumn,,Yes
924,278,11.0,,37,0.6,1062.0,-11.4,0.23,0.0,0.0,Winter,No Holiday,Yes
8596,272,3.0,,28,1.6,,-13.9,0.0,0.0,0.0,Autumn,No Holiday,Yes
4365,2164,20.0,23.1,58,,1950.0,14.3,0.06,0.0,0.0,,No Holiday,Yes
670,332,21.0,-0.2,62,0.6,986.0,-6.6,0.0,0.0,0.0,Winter,No Holiday,Yes
3605,132,4.0,14.6,57,1.2,,6.1,0.0,,0.0,,No Holiday,Yes
5109,16,20.0,21.9,97,1.1,534.0,21.3,0.0,6.0,0.0,Summer,No Holiday,Yes
1911,372,14.0,4.1,17,,1996.0,-18.8,1.87,0.0,,Winter,No Holiday,Yes
6482,653,1.0,23.1,94,0.6,2000.0,22.0,0.0,0.0,0.0,Summer,,Yes
5249,1764,16.0,28.9,44,,1998.0,15.4,,0.0,0.0,,No Holiday,Yes
3959,1648,22.0,,71,0.6,325.0,14.1,0.0,0.0,,Spring,No Holiday,Yes
2697,1216,8.0,2.6,77,1.3,567.0,-1.0,0.21,0.0,0.0,,No Holiday,
2592,53,,7.4,80,1.3,471.0,4.1,0.0,0.0,0.0,Spring,No Holiday,Yes
1782,51,5.0,-6.7,64,,1981.0,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes
3014,84,13.0,7.7,95,1.9,442.0,6.9,0.4,,0.0,Spring,,Yes
2308,92,3.0,2.7,55,,1989.0,-5.4,0.0,0.0,0.0,Spring,,Yes
5554,1029,9.0,28.4,65,1.2,806.0,,1.69,0.0,0.0,Summer,No Holiday,Yes
3691,2310,18.0,13.4,49,2.4,1982.0,2.8,0.6,0.0,0.0,,No Holiday,Yes
688,426,15.0,5.7,53,2.7,408.0,,0.65,0.0,0.0,Winter,,Yes
613,262,,-1.3,23,4.0,2000.0,-19.8,1.09,0.0,0.0,Winter,No Holiday,Yes
5832,1097,23.0,31.0,65,0.5,2000.0,,0.0,0.0,0.0,Summer,,Yes
3201,1721,,10.6,27,1.1,2000.0,-7.6,0.39,0.0,0.0,Spring,,Yes
2268,322,,6.1,66,1.9,2000.0,0.2,1.42,,0.0,Spring,No Holiday,Yes
8566,759,21.0,2.2,28,3.2,2000.0,-14.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
7058,674,1.0,19.0,78,1.6,2000.0,15.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
1899,86,,-4.7,33,0.1,2000.0,-18.5,0.0,,0.0,Winter,No Holiday,Yes
5890,784,9.0,33.0,50,1.7,1722.0,21.1,,0.0,0.0,Summer,No Holiday,Yes
259,557,,-7.9,43,3.3,2000.0,-18.3,0.0,,,Winter,,Yes
2925,984,20.0,17.1,80,1.5,480.0,13.6,0.0,0.0,0.0,Spring,No Holiday,Yes
4944,1329,23.0,23.3,75,2.0,890.0,18.6,0.0,0.0,,Summer,,Yes
2823,698,14.0,18.6,46,4.4,1664.0,6.7,2.14,0.0,0.0,Spring,,Yes
3340,206,3.0,8.6,53,1.5,1185.0,-0.4,0.0,0.0,0.0,,,Yes
3526,1447,21.0,13.4,60,2.2,1517.0,5.7,0.0,0.0,0.0,,No Holiday,Yes
4564,535,,19.1,84,0.6,421.0,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes
5330,240,1.0,24.6,96,,,23.9,0.0,0.5,0.0,,,
5224,1346,15.0,26.9,51,,2000.0,15.9,1.95,0.0,0.0,Summer,No Holiday,Yes
2286,80,5.0,-0.9,78,0.6,1687.0,-4.2,0.0,0.0,0.0,Spring,No Holiday,
7832,839,,,71,0.6,557.0,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
8186,410,1.0,11.9,76,1.4,286.0,7.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
485,58,4.0,-3.6,91,1.2,241.0,-4.8,0.0,0.0,2.2,Winter,No Holiday,Yes
2212,149,3.0,0.8,38,0.8,1594.0,-11.9,0.0,0.0,0.0,Spring,No Holiday,
5417,1177,,31.7,55,2.3,1895.0,21.5,2.16,,0.0,Summer,,Yes
6381,257,20.0,29.2,62,2.1,1952.0,21.1,0.0,0.1,,Summer,No Holiday,Yes
2556,742,11.0,8.0,39,1.2,1783.0,-5.1,2.26,,0.0,Spring,No Holiday,Yes
8,460,,-7.4,38,0.9,,-19.3,0.0,,0.0,Winter,,Yes
3658,609,9.0,17.4,94,0.7,230.0,16.4,0.16,0.0,0.0,Spring,No Holiday,Yes
7856,1165,7.0,7.8,90,0.6,763.0,6.2,,0.0,0.0,Autumn,No Holiday,Yes
4875,602,2.0,,80,1.5,370.0,16.2,0.0,0.0,0.0,,No Holiday,Yes
4403,1044,10.0,25.5,33,1.1,1815.0,0.0,2.52,0.0,0.0,Summer,,Yes
5547,557,2.0,25.7,84,0.1,1293.0,22.7,0.0,0.0,0.0,,No Holiday,Yes
7866,1904,17.0,17.0,47,2.2,1989.0,5.5,0.59,0.0,0.0,Autumn,,Yes
2427,95,2.0,2.7,46,0.4,1363.0,-7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
1815,398,14.0,7.8,57,3.5,675.0,-0.2,1.34,0.0,0.0,,No Holiday,Yes
8424,687,23.0,5.0,75,1.1,835.0,0.9,0.0,0.0,0.0,,No Holiday,Yes
2275,1155,,8.1,47,1.7,2000.0,,0.34,0.0,0.0,Spring,No Holiday,Yes
1012,42,3.0,-14.1,45,1.8,2000.0,-23.4,0.0,0.0,0.0,,No Holiday,Yes
8120,259,7.0,,79,1.0,862.0,2.4,,0.0,0.0,Autumn,No Holiday,Yes
1068,174,11.0,-0.5,64,0.7,537.0,-6.4,0.49,0.0,0.0,Winter,No Holiday,Yes
1992,223,23.0,-2.7,58,1.1,2000.0,-9.8,0.0,,,,No Holiday,Yes
3971,832,10.0,22.7,37,0.9,879.0,7.2,,0.0,0.0,Spring,,Yes
7699,2445,18.0,14.6,39,,2000.0,0.7,0.11,0.0,,Autumn,No Holiday,Yes
6614,1254,13.0,,42,1.7,1990.0,,2.94,0.0,0.0,Autumn,No Holiday,Yes
8078,1130,,16.5,37,1.2,1400.0,,2.12,0.0,0.0,Autumn,No Holiday,Yes
8128,1579,15.0,,25,,1748.0,-1.5,1.6,0.0,0.0,Autumn,,
3868,252,3.0,12.0,86,0.9,,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes
8239,0,6.0,11.0,70,3.1,900.0,5.7,0.0,0.0,,Autumn,No Holiday,No
3049,282,0.0,3.0,67,3.3,945.0,-2.5,0.0,0.0,0.0,Spring,No Holiday,Yes
